,latitude,longitude,time,u10,v10,d2m,t2m,evabs,evaow,lmld,lmlt,lshf,lai_hv,lai_lv,skt,snowc,sde,smlt,stl1,stl2,stl3,slhf,ssr,str,sp,sro,ssrd,strd,tsn,e,tp
16549,26.55,65.7,2010-11-01,-0.19153559,-1.1992085,268.99698,295.48328,-2.4377368e-06,-7.540034e-05,3.0723267,293.75043,0.79994607,0.0,0.37438035,297.24362,0.0,0.0,-9.313226e-10,297.74097,299.59662,302.4179,-194669.0,14157649.0,-11988944.0,95194.89,0.0,17814702.0,25980412.0,273.16058,-7.778965e-05,1.3411045e-06
16640,25.55,65.7,2010-02-01,0.9540095,-0.1351502,282.95676,293.4763,-2.9620249e-05,-0.0008307545,5.4527397,293.1773,0.7998999,0.0,1.0018284,295.09668,0.0,0.0,-9.313226e-10,295.26425,295.49167,296.82336,-2165707.0,14828940.0,-9601359.0,99916.2,5.165115e-06,19619972.0,27360860.0,273.16058,-0.0008659195,0.000947997
16641,25.55,65.7,2010-03-01,1.9280978,0.64181185,285.2503,300.7786,-3.1688483e-05,-8.784002e-05,4.4504604,297.302,0.7999923,0.0,1.0022781,304.11182,0.0,0.0,-9.313226e-10,303.74124,302.47488,300.56705,-301095.0,17830690.0,-11669762.0,99519.82,0.0,23877608.0,30056068.0,273.16058,-0.00012045307,3.874302e-07
16642,25.55,65.7,2010-04-01,2.758377,1.2214756,288.66486,303.29514,-2.1421118e-05,-6.7922985e-05,4.880417,299.66187,0.79998523,0.0,1.0022781,307.8495,0.0,0.0,-9.313226e-10,307.5009,306.26053,304.2019,-223304.0,19570910.0,-11770873.0,99195.66,0.0,26447950.0,32041346.0,273.15988,-8.921744e-05,2.2985041e-06
16643,25.55,65.7,2010-05-01,3.63795,1.4599714,293.02676,305.16693,-1.8097227e-05,-6.873859e-05,5.125292,301.75122,0.79994607,0.0,1.0022781,310.55118,0.0,0.0,-9.313226e-10,310.21732,308.96976,306.75098,-217577.0,20340508.0,-11015000.0,98795.984,0.0,27480224.0,34369716.0,273.15988,-8.693198e-05,5.159527e-06
16644,25.55,65.7,2010-06-01,2.9349775,1.9192612,296.73056,303.08832,-3.2796524e-05,-0.00079683424,4.710285,302.88678,0.7999319,0.0,1.0022781,308.55145,0.0,0.0,-9.313226e-10,308.4417,307.8288,306.8847,-2111778.0,18365956.0,-8016650.0,98599.84,4.5895576e-06,24711792.0,36236250.0,273.15988,-0.0008443976,0.00093081966
16645,25.55,65.7,2010-07-01,2.3218052,1.6089914,297.62112,303.4962,-3.530807e-05,-0.0015122183,3.9386444,303.94644,0.7999354,0.0,1.0022781,308.06177,0.0,0.0,-9.313226e-10,308.08032,307.7513,307.26895,-3977821.0,15727338.0,-5873644.0,98385.66,5.56577e-05,21309028.0,38152304.0,273.16058,-0.0015906258,0.0035016704
16646,25.55,65.7,2010-08-01,2.649502,1.4866855,296.77707,302.13855,-0.00010001473,-0.0022769533,4.009117,302.66812,0.79994255,0.0,1.0022781,305.37845,0.0,0.0,-9.313226e-10,305.3675,305.12073,305.15738,-5980358.0,15982934.0,-5653932.5,98609.695,1.7788261e-05,21704330.0,36815310.0,273.15988,-0.0023913265,0.0011741631
16647,25.55,65.7,2010-09-01,1.7746441,1.330585,292.49677,302.59378,-5.5916607e-05,-0.00022984273,3.648922,302.14313,0.799971,0.0,1.0022781,307.47018,0.0,0.0,-9.313226e-10,307.4563,307.3534,306.96518,-715825.0,16332824.0,-9444774.0,98913.34,0.0,22070578.0,34167096.0,273.15988,-0.0002863449,2.7108938e-05
16648,25.55,65.7,2010-10-01,1.0847452,0.89382553,291.43677,301.55505,-2.6000896e-05,-0.000103678554,3.231781,300.96478,0.7999959,0.0,1.0022781,305.34872,0.0,0.0,-9.313226e-10,305.4301,305.70294,306.07092,-324481.0,15001076.0,-9995146.0,99305.625,0.0,20155258.0,32401616.0,273.16058,-0.00012978585,9.931624e-06
16649,25.55,65.7,2010-11-01,0.07743704,-0.13579392,283.33282,298.0148,-1.2261793e-05,-6.7922985e-05,3.073038,297.81845,0.7999674,0.0,1.0021782,299.88165,0.0,0.0,-9.313226e-10,300.2719,301.6262,303.55475,-200396.0,13295765.0,-10534860.0,99750.42,0.0,17637300.0,28847418.0,273.16058,-8.0075115e-05,1.3411045e-06
16860,29.35,65.8,2010-02-01,0.17495298,1.7309749,270.43716,286.9065,-5.909242e-07,-0.00037592417,9.42413,284.34195,0.7998003,0.0,0.5002897,287.58173,0.0,0.0,-9.313226e-10,287.57632,287.54944,288.49277,-951109.0,12937047.0,-9537687.0,90663.16,2.2947788e-06,18076622.0,23742490.0,273.16058,-0.00038043316,0.00039069168
16861,29.35,65.8,2010-03-01,0.047003508,-0.088802814,269.95572,294.84085,-1.1818483e-06,-0.000100619625,4.6974716,290.15182,0.79998875,0.0,0.5021883,296.89124,0.0,0.0,-9.313226e-10,296.53152,295.15714,293.10916,-255757.0,17081156.0,-12223413.0,90575.34,0.0,23840632.0,25616604.0,273.16058,-0.00010216888,2.9018149e-05
16862,29.35,65.8,2010-04-01,0.40041864,0.23981285,271.78336,300.0322,-1.6251579e-06,-5.8814185e-05,3.834715,294.74915,0.79998875,0.0,0.50258803,303.2471,0.0,0.0,-9.313226e-10,302.7414,300.78336,297.7471,-152194.0,18937738.0,-12931463.0,90241.336,0.0,26539512.0,28270380.0,273.15988,-6.0838647e-05,3.1881034e-05
16863,29.35,65.8,2010-05-01,0.8451345,0.01225996,272.31128,303.8948,-2.0682346e-06,-7.451675e-05,3.5521107,298.10074,0.79997456,0.0,0.50258803,307.28055,0.0,0.0,-9.313226e-10,306.81906,304.97046,301.76846,-192283.0,20153124.0,-13778882.0,89911.42,0.0,28251460.0,29648300.0,273.15988,-7.683737e-05,2.3292378e-05
16864,29.35,65.8,2010-06-01,1.1814039,1.157748,273.0283,305.7435,-2.1422748e-06,-8.056662e-05,3.6140423,298.915,0.79994255,0.0,0.50258803,308.91373,0.0,0.0,-9.313226e-10,308.51276,306.84744,303.96957,-207077.0,20708854.0,-14168296.0,89546.23,0.0,28974712.0,30165210.0,273.15988,-8.293195e-05,1.7564744e-05
16865,29.35,65.8,2010-07-01,0.74869,1.7914841,281.59402,306.50952,-1.92062e-06,-8.6140586e-05,3.1926289,301.03696,0.79990697,0.0,0.50258803,310.18463,0.0,0.0,-9.313226e-10,309.86798,308.51547,306.07318,-221395.0,18513216.0,-12510622.0,89329.57,0.0,26081262.0,32570888.0,273.16058,-8.845562e-05,4.9056485e-05
16866,29.35,65.8,2010-08-01,0.54851437,0.5906365,276.1122,304.5349,-1.5513506e-06,-6.7515066e-05,2.8523674,299.70624,0.79998875,0.0,0.50258803,307.17157,0.0,0.0,-9.313226e-10,307.05878,306.58334,305.56543,-173193.0,16782626.0,-12070926.0,89582.336,0.0,23871886.0,31289476.0,273.15988,-6.921869e-05,1.7564744e-05
16867,29.35,65.8,2010-09-01,0.3108325,-0.113264084,268.52896,299.80112,-1.2558885e-06,-5.391985e-05,3.1741219,296.9716,0.7999923,0.0,0.50258803,301.3903,0.0,0.0,-9.313226e-10,301.5717,302.50775,303.6318,-137876.0,16891364.0,-13043504.0,90025.5,0.0,24019794.0,27146112.0,273.15988,-5.5124518e-05,3.874302e-07
16868,29.35,65.8,2010-10-01,-0.17610466,0.22597289,270.7471,296.3221,-8.8638626e-07,-4.290766e-05,3.4617062,294.14285,0.7999959,0.0,0.50258803,297.05963,0.0,0.0,-9.313226e-10,297.34705,298.79605,300.5954,-110196.0,14237498.0,-11665116.0,90386.59,0.0,20214244.0,26251752.0,273.16058,-4.40781e-05,3.7604943e-05
16869,29.35,65.8,2010-11-01,-0.25797522,-0.39875102,267.89978,287.0752,-3.6950223e-07,-1.9319821e-05,4.861908,288.4442,0.79998875,0.0,0.5021883,286.89816,0.0,0.0,-9.313226e-10,287.55463,290.8315,295.4678,-49108.0,12116893.0,-10627226.0,90859.3,0.0,17026300.0,22296356.0,273.16058,-1.969887e-05,1.3411045e-06
16930,28.65,65.8,2010-02-01,-0.04815495,0.67818165,269.1757,286.20285,-7.4040145e-08,-0.00042221614,11.065647,283.37,0.7998501,0.0,0.23528051,287.51523,0.0,0.0,-9.313226e-10,287.58353,287.80298,289.0538,-1055626.0,14180520.0,-9901140.0,88332.45,1.7210841e-06,18353950.0,23335228.0,273.16058,-0.0004221443,0.0004603546
16931,28.65,65.8,2010-03-01,0.038216352,-0.6942154,269.08994,294.16376,-7.4040145e-08,-0.000120944576,5.987337,288.8008,0.7999639,0.0,0.23528051,296.8063,0.0,0.0,-9.313226e-10,296.42673,295.03506,293.0593,-303482.0,18392440.0,-12578668.0,88283.22,0.0,24044446.0,25202268.0,273.16058,-0.00012121489,3.665127e-05
16932,28.65,65.8,2010-04-01,0.5667316,0.14904928,271.47134,299.1217,-1.4784746e-07,-5.9493817e-05,4.5010014,293.3687,0.7999923,0.0,0.23528051,302.87912,0.0,0.0,-9.313226e-10,302.3836,300.5122,297.61108,-148853.0,20140284.0,-13226871.0,88002.55,0.0,26468640.0,27772164.0,273.15988,-5.950546e-05,1.5657395e-05
16933,28.65,65.8,2010-05-01,1.2176242,-0.22848868,272.25342,302.62497,-1.4784746e-07,-7.3225005e-05,4.383547,296.45407,0.79998875,0.0,0.23528051,306.44556,0.0,0.0,-9.313226e-10,305.98425,304.16992,301.09296,-183692.0,21523792.0,-13883546.0,87712.85,0.0,28319250.0,29077830.0,273.15988,-7.340917e-05,2.4246052e-05
16934,28.65,65.8,2010-06-01,1.1966207,1.236603,274.9747,303.89017,-1.4784746e-07,-8.831592e-05,3.9664059,297.88956,0.799971,0.0,0.23528051,308.049,0.0,0.0,-9.313226e-10,307.6418,306.0058,303.2215,-221395.0,21504532.0,-13959242.0,87395.25,0.0,28271268.0,29896396.0,273.15988,-8.845562e-05,4.1423365e-05
16935,28.65,65.8,2010-07-01,0.6128106,2.1130188,283.9651,304.02304,-1.4784746e-07,-0.00014765933,3.6275673,299.67096,0.7999354,0.0,0.23528051,308.80475,0.0,0.0,-9.313226e-10,308.51517,307.3534,305.1608,-369819.0,18915668.0,-11980200.0,87202.4,5.736947e-07,25112376.0,32320264.0,273.16058,-0.00014787959,0.0001416225
16936,28.65,65.8,2010-08-01,0.5470141,0.7576802,277.83652,302.34076,-7.4040145e-08,-0.00012978143,3.5570946,298.29535,0.79997456,0.0,0.23528051,305.80728,0.0,0.0,-9.313226e-10,305.67465,305.21582,304.36627,-324958.0,17275762.0,-11641068.0,87408.38,5.736947e-07,23210702.0,30958008.0,273.15988,-0.00012997631,8.054823e-05
16937,28.65,65.8,2010-09-01,0.20452929,-0.012201071,269.48254,298.21585,-7.4040145e-08,-5.3307973e-05,3.9030514,295.2747,0.7999959,0.0,0.23528051,300.8978,0.0,0.0,-9.313226e-10,301.03925,301.90088,302.89963,-133581.0,17895292.0,-13164564.0,87788.35,0.0,23950682.0,26751482.0,273.15988,-5.341042e-05,3.874302e-07
16938,28.65,65.8,2010-10-01,-0.32527196,-0.3244021,270.308,295.49365,-7.4040145e-08,-4.080031e-05,4.135824,292.7437,0.7999959,0.0,0.23528051,297.1488,0.0,0.0,-9.313226e-10,297.3784,298.67984,300.3041,-102083.0,15375844.0,-12105086.0,88120.73,0.0,20500376.0,25848532.0,273.16058,-4.0839892e-05,2.233684e-05
16939,28.65,65.8,2010-11-01,-1.0042404,-2.0939703,266.1238,286.74243,0.0,-2.2106804e-05,7.0437164,286.80396,0.7999639,0.0,0.23528051,287.98367,0.0,0.0,-9.313226e-10,288.5617,291.5511,295.76703,-55312.0,13243201.0,-11311228.0,88476.08,0.0,17343684.0,22080092.0,273.16058,-2.217479e-05,1.3411045e-06
16940,28.55,65.8,2010-02-01,-0.039367795,0.4264896,268.7459,285.67828,-7.4040145e-08,-0.00045538868,11.23222,283.07327,0.7998501,0.0,0.15463853,287.21802,0.0,0.0,-9.313226e-10,287.29562,287.54358,288.83505,-1138667.0,14270802.0,-9798662.0,87324.67,2.2947788e-06,18431424.0,23302890.0,273.16058,-0.0004552845,0.00050425157
16941,28.55,65.8,2010-03-01,0.111085415,-0.75150585,268.52896,293.51788,-7.4040145e-08,-0.00013698707,6.3090916,288.26617,0.79995674,0.0,0.15463853,296.44968,0.0,0.0,-9.313226e-10,296.07135,294.6958,292.7578,-343571.0,18510808.0,-12440118.0,87300.055,0.0,24101672.0,25161340.0,273.16058,-0.00013740407,4.237704e-05
16942,28.55,65.8,2010-04-01,0.6756066,0.019662857,270.78946,298.42383,-1.4784746e-07,-5.87462e-05,4.6419487,292.92978,0.79998523,0.0,0.15463853,302.54373,0.0,0.0,-9.313226e-10,302.04874,300.19763,297.32434,-147421.0,20278314.0,-13102532.0,87038.266,0.0,26509578.0,27719110.0,273.15988,-5.8934093e-05,1.4703721e-05
16943,28.55,65.8,2010-05-01,1.3402157,-0.30830908,271.7193,301.87625,-1.4784746e-07,-7.3089264e-05,4.4846306,295.97504,0.79998523,0.0,0.15463853,306.09882,0.0,0.0,-9.313226e-10,305.63733,303.83536,300.78918,-183215.0,21720806.0,-13736524.0,86764.98,0.0,28366792.0,29034880.0,273.15988,-7.321872e-05,2.7108938e-05
16944,28.55,65.8,2010-06-01,1.327785,1.0856521,274.59763,303.16226,-1.4784746e-07,-7.784739e-05,4.110199,297.3576,0.799971,0.0,0.15463853,307.7292,0.0,0.0,-9.313226e-10,307.32138,305.7053,302.94156,-195146.0,21628920.0,-13789540.0,86457.23,0.0,28179706.0,29888312.0,273.15988,-7.7980105e-05,2.6155263e-05
16945,28.55,65.8,2010-07-01,0.56651723,1.9009154,283.6665,303.28705,-1.4784746e-07,-0.00016444945,3.6090584,299.3352,0.79995674,0.0,0.15463853,308.5132,0.0,0.0,-9.313226e-10,308.22244,307.0728,304.89783,-411817.0,19014376.0,-11823341.0,86270.94,5.736947e-07,25018172.0,32320770.0,273.16058,-0.00016464014,0.00016070902
16946,28.55,65.8,2010-08-01,0.6048807,0.7036083,277.52347,301.5955,-7.4040145e-08,-0.00014262903,3.6966152,297.7329,0.79998165,0.0,0.15463853,305.48602,0.0,0.0,-9.313226e-10,305.35184,304.89886,304.0693,-356934.0,17417002.0,-11479018.0,86465.44,5.736947e-07,23141150.0,30944870.0,273.15988,-0.00014273729,9.390898e-05
16947,28.55,65.8,2010-09-01,0.30440283,0.01225996,269.13437,297.48795,-7.4040145e-08,-5.222042e-05,4.135113,294.74005,0.7999923,0.0,0.15463853,300.57794,0.0,0.0,-9.313226e-10,300.72604,301.59332,302.61172,-130718.0,18048568.0,-13026835.0,86826.53,0.0,23947160.0,26718134.0,273.15988,-5.2267686e-05,3.874302e-07
16948,28.55,65.8,2010-10-01,-0.25411737,-0.3340578,269.903,294.83853,-7.4040145e-08,-4.0324405e-05,4.28389,292.20963,0.7999923,0.0,0.15463853,296.94217,0.0,0.0,-9.313226e-10,297.1724,298.4345,300.023,-101128.0,15537948.0,-12024743.0,87145.766,0.0,20557162.0,25822258.0,273.16058,-4.045898e-05,1.9473955e-05
16949,28.55,65.8,2010-11-01,-0.95987594,-2.027024,265.69608,286.3831,0.0,-2.217479e-05,7.194628,286.47192,0.7999603,0.0,0.15463853,287.90726,0.0,0.0,-9.313226e-10,288.4846,291.3879,295.52106,-55312.0,13358360.0,-11292372.0,87463.37,0.0,17404872.0,22063922.0,273.16058,-2.217479e-05,1.3411045e-06
17040,27.55,65.8,2010-02-01,1.3031383,0.08017182,269.64163,286.0665,-3.4717377e-06,-0.00033710967,9.667582,284.06982,0.79987496,0.0,0.505386,286.9095,0.0,0.0,-9.313226e-10,286.98242,287.19965,288.4225,-874749.0,14000760.0,-9645903.0,86926.65,1.1473894e-06,19088206.0,23328660.0,273.16058,-0.0003497689,0.00035919994
17041,27.55,65.8,2010-03-01,1.4745948,-1.2523149,269.09512,294.39948,-7.2389375e-06,-8.104229e-05,5.274067,289.79202,0.79998165,0.0,0.50848377,296.35486,0.0,0.0,-9.313226e-10,296.02316,294.63712,292.5617,-223781.0,17713926.0,-12180509.0,86893.83,0.0,24397048.0,25403374.0,273.16058,-8.9598354e-05,2.0429492e-05
17042,27.55,65.8,2010-04-01,1.4257298,-0.16250801,271.6759,299.09744,-9.898096e-06,-5.5619283e-05,3.7322083,294.42407,0.799971,0.0,0.5089834,302.58618,0.0,0.0,-9.313226e-10,302.14148,300.29388,297.29034,-166034.0,19287628.0,-12908781.0,86650.086,0.0,26611706.0,27959122.0,273.15988,-6.6361856e-05,3.1881034e-05
17043,27.55,65.8,2010-05-01,2.0847664,-0.7917379,273.3413,302.38004,-1.1375407e-05,-6.676745e-05,4.2967014,296.45193,0.7999923,0.0,0.5089834,306.10165,0.0,0.0,-9.313226e-10,305.69995,303.96213,300.9207,-196101.0,20563200.0,-13350664.0,86381.73,0.0,28334218.0,29421426.0,273.15988,-7.8361016e-05,1.9473955e-05
17044,27.55,65.8,2010-06-01,1.7555696,0.20988011,280.2551,302.41815,-1.1079945e-05,-0.00043683103,3.3029652,298.5974,0.79998165,0.0,0.5089834,306.80502,0.0,0.0,-9.313226e-10,306.4914,304.947,302.38733,-1151076.0,19446522.0,-12555986.0,86101.875,1.7210841e-06,26766216.0,30662414.0,273.15988,-0.0004604268,0.00043458864
17045,27.55,65.8,2010-07-01,-0.07001579,1.108504,287.58936,301.6625,-9.676442e-06,-0.0006357981,3.0588017,300.02917,0.79997456,0.0,0.5089834,306.62247,0.0,0.0,-9.313226e-10,306.5685,305.80508,304.26764,-1682731.0,17222396.0,-10055812.0,85945.95,4.5895576e-06,23749510.0,33075672.0,273.16058,-0.0006729821,0.0011102259
17046,27.55,65.8,2010-08-01,0.88242626,-0.16186428,283.55597,300.5787,-8.568633e-06,-0.0010201369,2.973381,298.61133,0.79998165,0.0,0.5089834,303.8514,0.0,0.0,-9.313226e-10,303.71594,302.95264,302.24564,-2615276.0,16595643.0,-9890209.0,86108.445,2.8684735e-06,22941298.0,31678548.0,273.15988,-0.0010457155,0.00072278455
17047,27.55,65.8,2010-09-01,1.2274829,-1.1258252,272.37222,298.27246,-6.869668e-06,-5.18125e-05,3.453165,295.9312,0.79998165,0.0,0.5089834,301.4016,0.0,0.0,-9.313226e-10,301.55002,302.01474,302.5086,-147899.0,17167824.0,-12640974.0,86427.69,0.0,23675996.0,27565502.0,273.15988,-5.9124548e-05,1.4703721e-05
17048,27.55,65.8,2010-10-01,0.8972144,-0.9854957,271.77094,296.01245,-5.0968956e-06,-3.9372826e-05,3.4232674,293.6451,0.79997456,0.0,0.5089834,297.70358,0.0,0.0,-9.313226e-10,297.97107,298.91812,300.1386,-112105.0,15180435.0,-11891386.0,86742.82,0.0,20873228.0,26362410.0,273.16058,-4.4649467e-05,8.97795e-06
17049,27.55,65.8,2010-11-01,0.8577794,-2.2674508,265.54834,287.42413,-2.6591588e-06,-2.237875e-05,5.8627644,287.71976,0.79994965,0.0,0.5082339,288.3403,0.0,0.0,-9.313226e-10,288.98813,291.4865,295.34314,-62471.0,13139277.0,-11079766.0,87015.28,0.0,17850358.0,22511102.0,273.16058,-2.5031622e-05,1.3411045e-06
17140,26.55,65.8,2010-02-01,0.34448087,-0.3330922,273.44464,292.1071,-1.4035031e-06,-0.0005333576,5.9090347,289.48514,0.7998928,0.0,0.36558664,294.232,0.0,0.0,-9.313226e-10,294.29453,294.41174,295.51086,-1340066.0,15920340.0,-10796108.0,95255.625,2.2947788e-06,19404712.0,25729790.0,273.16058,-0.00053584995,0.00048421323
17141,26.55,65.8,2010-03-01,0.91007364,-0.08687186,273.36197,300.99005,-2.6591588e-06,-7.2885305e-05,3.6638718,294.91113,0.79998875,0.0,0.36558664,304.68924,0.0,0.0,-9.313226e-10,304.19055,302.54767,300.11594,-188942.0,19486246.0,-13464072.0,94956.9,0.0,24074820.0,28584668.0,273.16058,-7.5504184e-05,1.3411045e-06
17142,26.55,65.8,2010-04-01,1.3537179,1.2011988,278.0514,304.5892,-3.1762756e-06,-8.376152e-05,3.7642422,298.58298,0.7999959,0.0,0.36558664,309.53363,0.0,0.0,-9.313226e-10,309.04764,307.4203,304.68475,-217577.0,21512558.0,-13894476.0,94650.79,0.0,26782064.0,30883730.0,273.15988,-8.693198e-05,2.233684e-05
17143,26.55,65.8,2010-05-01,1.8031487,1.083399,281.9887,307.1843,-3.545545e-06,-0.00010503805,3.740038,300.9867,0.7999959,0.0,0.36558664,312.75046,0.0,0.0,-9.313226e-10,312.26398,310.57324,307.69397,-271983.0,22403734.0,-13846927.0,94286.414,5.736947e-07,27989540.0,32825048.0,273.15988,-0.00010883482,7.959455e-05
17144,26.55,65.8,2010-06-01,1.3187835,2.4471061,292.2984,304.34772,-2.733199e-06,-0.0006138417,3.7820377,301.99823,0.7999674,0.0,0.36558664,310.9149,0.0,0.0,-9.313226e-10,310.67508,309.74216,308.272,-1545284.0,20344118.0,-10527754.0,94073.86,2.2947788e-06,25394106.0,35115520.0,273.15988,-0.0006179386,0.00055673905
17145,26.55,65.8,2010-07-01,0.5380126,1.7760346,295.35547,303.57013,-3.4717377e-06,-0.002015516,2.9185677,303.68338,0.79998523,0.0,0.36558664,308.68872,0.0,0.0,-9.313226e-10,308.7585,308.53778,308.3729,-5074062.0,17762878.0,-7520933.0,93897.414,2.983585e-05,22366394.0,36871904.0,273.16058,-0.0020290683,0.003983585
17146,26.55,65.8,2010-08-01,0.37298548,1.8429811,294.748,302.1628,-5.9092417e-06,-0.0026737996,2.8089447,302.42218,0.79998523,0.0,0.36558664,305.87662,0.0,0.0,-9.313226e-10,305.79633,305.45056,305.41693,-6712458.0,17601174.0,-7089708.0,94096.016,7.975474e-05,22034482.0,35654664.0,273.15988,-0.0026840658,0.0017352831
17147,26.55,65.8,2010-09-01,0.14687705,0.81207395,285.00546,303.2778,-4.7273934e-06,-0.00047115912,2.7092857,301.21872,0.79998875,0.0,0.36558664,308.08017,0.0,0.0,-9.313226e-10,308.0261,307.94852,307.6305,-1191165.0,18154900.0,-11813777.0,94396.38,1.1473894e-06,22593978.0,32120676.0,273.15988,-0.00047642598,0.00018361211
17148,26.55,65.8,2010-10-01,0.15887892,0.49568892,281.9732,301.8208,-3.324123e-06,-0.00013236469,2.9036198,299.0866,0.7999923,0.0,0.36558664,305.48883,0.0,0.0,-9.313226e-10,305.59396,306.07623,306.63876,-339275.0,16578790.0,-11994137.0,94772.25,0.0,20457236.0,30463330.0,273.16058,-0.00013568997,1.4703721e-05
17149,26.55,65.8,2010-11-01,-0.29676712,-1.1406306,269.4402,295.58148,-1.92062e-06,-8.022669e-05,3.1178856,293.86432,0.79994255,0.0,0.36558664,297.6512,0.0,0.0,-9.313226e-10,298.1397,299.9652,302.72507,-205168.0,14605444.0,-12123942.0,95184.23,0.0,17795332.0,26063280.0,273.16058,-8.2170125e-05,1.3411045e-06
17240,25.55,65.8,2010-02-01,1.0052321,-0.14866829,282.54453,293.39078,-1.2261793e-05,-0.00081783906,5.4726715,292.99768,0.7998892,0.0,1.0019283,294.90704,0.0,0.0,-9.313226e-10,295.05707,295.2921,296.62842,-2083620.0,14355465.0,-9472375.0,99930.16,4.5895576e-06,19631416.0,27388652.0,273.16058,-0.00083316024,0.0009155497
17241,25.55,65.8,2010-03-01,1.9726766,0.7538178,285.14908,300.70117,-1.462549e-05,-8.2198065e-05,4.529476,297.1197,0.7999923,0.0,1.0022781,303.86697,0.0,0.0,-9.313226e-10,303.48102,302.2272,300.3449,-244303.0,17238444.0,-11445678.0,99532.95,0.0,23866604.0,30139440.0,273.16058,-9.759748e-05,3.874302e-07
17242,25.55,65.8,2010-04-01,2.8796825,1.3750014,288.5956,303.25006,-1.15970615e-05,-6.7311106e-05,4.9658375,299.45068,0.79998165,0.0,1.0022781,307.61877,0.0,0.0,-9.313226e-10,307.25272,306.014,303.97296,-197055.0,19031630.0,-11578216.0,99207.14,0.0,26437826.0,32096422.0,273.15988,-7.893238e-05,1.3411045e-06
17243,25.55,65.8,2010-05-01,3.776187,1.676903,293.0464,305.15884,-9.3809795e-06,-6.92145e-05,5.206442,301.60742,0.79994255,0.0,1.0022781,310.36154,0.0,0.0,-9.313226e-10,310.0065,308.7655,306.5549,-197055.0,19877064.0,-10841745.0,98806.66,0.0,27482426.0,34429340.0,273.15988,-7.874193e-05,5.159527e-06
17244,25.55,65.8,2010-06-01,3.1040764,2.130399,296.74606,303.0987,-1.9131461e-05,-0.0008286473,4.861908,302.75687,0.79991764,0.0,1.0022781,308.27545,0.0,0.0,-9.313226e-10,308.149,307.56467,306.6603,-2141367.0,17951868.0,-7823172.5,98615.44,4.5895576e-06,24698586.0,36266570.0,273.15988,-0.00085639674,0.0009794869
17245,25.55,65.8,2010-07-01,2.4173925,1.7676666,297.65317,303.48462,-1.8909806e-05,-0.001513102,4.0269127,303.88174,0.7999283,0.0,1.0022781,307.8523,0.0,0.0,-9.313226e-10,307.8478,307.52005,307.03772,-3891917.0,15293587.0,-5712413.0,98400.42,3.786944e-05,21271610.0,38190200.0,273.16058,-0.0015561525,0.0031495374
17246,25.55,65.8,2010-08-01,2.780452,1.6334522,296.74814,302.23212,-4.3359352e-05,-0.0021610535,4.0738945,302.61038,0.799939,0.0,1.0022781,305.49734,0.0,0.0,-9.313226e-10,305.4494,305.17355,305.12338,-5536039.0,15571653.0,-5594359.0,98623.65,9.754673e-06,21573590.0,36940624.0,273.15988,-0.0022138162,0.001125494
17247,25.55,65.8,2010-09-01,1.7722865,1.4934447,292.71167,302.50714,-2.7182745e-05,-0.0002299787,3.6902103,302.10303,0.799971,0.0,1.0022781,307.32867,0.0,0.0,-9.313226e-10,307.29608,307.21133,306.85184,-643760.0,15938396.0,-9236813.0,98930.58,0.0,22006748.0,34295436.0,273.15988,-0.00025739474,2.7108938e-05
17248,25.55,65.8,2010-10-01,1.1126069,0.9736459,291.32208,301.458,-1.462549e-05,-0.000110340305,3.2673721,300.8461,0.7999959,0.0,1.0022781,305.16333,0.0,0.0,-9.313226e-10,305.22412,305.50928,305.89185,-313027.0,14666434.0,-9840200.0,99321.22,0.0,20151736.0,32451136.0,273.16058,-0.000125024,1.4703721e-05
17249,25.55,65.8,2010-11-01,0.05900538,-0.22913241,282.96915,297.80914,-7.2389375e-06,-6.9622416e-05,3.15419,297.55917,0.7999639,0.0,1.0019283,299.67358,0.0,0.0,-9.313226e-10,300.04303,301.39493,303.33484,-192283.0,12950690.0,-10354500.0,99766.016,0.0,17633338.0,28913106.0,273.16058,-7.683737e-05,1.3411045e-06
17460,29.35,65.9,2010-02-01,0.12094414,1.8687294,270.17062,286.73434,-2.954621e-07,-0.0003479179,10.355937,283.93777,0.7997932,0.0,0.49998987,287.9964,0.0,0.0,-9.313226e-10,288.00275,288.03073,289.0776,-876180.0,13684977.0,-9909338.0,90009.086,1.7210841e-06,18036124.0,23561598.0,272.7211,-0.00035034027,0.00037542358
17461,29.35,65.9,2010-03-01,0.058362484,-0.030546904,269.8059,294.57047,-6.649643e-07,-0.000108436914,5.249153,289.5632,0.79998523,0.0,0.49998987,297.0455,0.0,0.0,-9.313226e-10,296.70016,295.3614,293.3891,-273415.0,17921774.0,-12507343.0,89936.87,0.0,23838430.0,25410448.0,273.16058,-0.00010940619,3.7604943e-05
17462,29.35,65.9,2010-04-01,0.4762882,0.2552619,271.64697,299.67285,-9.604264e-07,-6.044563e-05,4.2276535,294.15677,0.7999959,0.0,0.49998987,303.24994,0.0,0.0,-9.313226e-10,302.76068,300.81857,297.8457,-154103.0,19720176.0,-13177682.0,89615.984,0.0,26513100.0,28025314.0,273.15988,-6.160047e-05,4.5239925e-05
